Lines of code metrics,domingo, 4 dez. 2022 22:59:46 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sourceforge.ganttproject.parser.RoleTagHandler.clearRoleSet(),0,0,3,3,"4,69%"
"net.sourceforge.ganttproject.parser.RoleTagHandler.endElement(String, String, String)",2,4,14,10,"21,88%"
net.sourceforge.ganttproject.parser.RoleTagHandler.findRoleSet(String),0,0,11,11,"17,19%"
net.sourceforge.ganttproject.parser.RoleTagHandler.loadRoles(Attributes),1,1,9,8,"14,06%"
"net.sourceforge.ganttproject.parser.RoleTagHandler.startElement(String, String, String, Attributes)",2,4,16,12,"25,00%"
net.sourceforge.ganttproject.parser.TagHandler.appendCdata(String),0,n/a,n/a,1,"11,11%"
"net.sourceforge.ganttproject.parser.TagHandler.endElement(String, String, String)",1,n/a,n/a,1,"22,22%"
net.sourceforge.ganttproject.parser.TagHandler.hasCdata(),0,n/a,n/a,1,"11,11%"
"net.sourceforge.ganttproject.parser.TagHandler.startElement(String, String, String, Attributes)",1,n/a,n/a,2,"33,33%"
"net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.TaskDisplayColumnsTagHandler(String, String, String, String, String)",0,0,8,8,"10,26%"
net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.createLegacyHandler(),0,0,5,5,"6,41%"
net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.createPilsenHandler(),0,0,3,3,"3,85%"
"net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.createTaskDisplayColumnsWrapper(ColumnList, TaskDisplayColumnsTagHandler)",0,0,12,12,"15,38%"
"net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.createTaskDisplayColumnsWrapper(ColumnList, TaskDisplayColumnsTagHandler, TaskDisplayColumnsTagHandler)",0,0,13,13,"16,67%"
net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.loadTaskDisplay(Attributes),0,0,15,15,"19,23%"
net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.onStartElement(Attributes),0,0,8,8,"10,26%"
net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.setEnabled(boolean),0,0,3,3,"3,85%"
net.sourceforge.ganttproject.parser.TaskPropertiesTagHandler.TaskPropertiesTagHandler(CustomPropertyManager),0,0,4,4,"16,67%"
net.sourceforge.ganttproject.parser.TaskPropertiesTagHandler.loadTaskProperty(Attributes),0,0,9,9,"37,50%"
net.sourceforge.ganttproject.parser.TaskPropertiesTagHandler.onStartElement(Attributes),0,0,5,5,"20,83%"
"net.sourceforge.ganttproject.parser.TaskTagHandler.TaskTagHandler(TaskManager, ParsingContext, TaskTreeUIFacade)",0,0,6,6,"3,90%"
"net.sourceforge.ganttproject.parser.TaskTagHandler.endElement(String, String, String)",0,0,9,9,"5,84%"
net.sourceforge.ganttproject.parser.TaskTagHandler.getManager(),0,0,3,3,"1,95%"
net.sourceforge.ganttproject.parser.TaskTagHandler.loadTask(Attributes),0,0,115,115,"74,68%"
net.sourceforge.ganttproject.parser.TaskTagHandler.onStartElement(Attributes),0,0,5,5,"3,25%"
net.sourceforge.ganttproject.parser.TaskTagHandler.parsingFinished(),0,0,7,7,"4,55%"
net.sourceforge.ganttproject.parser.TaskTagHandler.parsingStarted(),0,0,3,3,"1,95%"
net.sourceforge.ganttproject.parser.VacationTagHandler.VacationTagHandler(HumanResourceManager),0,0,4,4,"13,33%"
net.sourceforge.ganttproject.parser.VacationTagHandler.loadResource(Attributes),2,0,15,13,"50,00%"
net.sourceforge.ganttproject.parser.VacationTagHandler.onStartElement(Attributes),0,0,5,5,"16,67%"
"net.sourceforge.ganttproject.parser.ViewTagHandler.ViewTagHandler(String, UIFacade, TaskDisplayColumnsTagHandler)",0,0,6,6,"20,00%"
net.sourceforge.ganttproject.parser.ViewTagHandler.loadViewState(Attributes),0,0,3,3,"10,00%"
net.sourceforge.ganttproject.parser.ViewTagHandler.onEndElement(),0,0,4,4,"13,33%"
net.sourceforge.ganttproject.parser.ViewTagHandler.onStartElement(Attributes),0,0,9,9,"30,00%"
net.sourceforge.ganttproject.plugins.PluginManager.getCharts(),0,0,6,6,"15,38%"
net.sourceforge.ganttproject.plugins.PluginManager.getExporters(),0,0,6,6,"15,38%"
"net.sourceforge.ganttproject.plugins.PluginManager.getExtensions(String, Class<T>)",0,0,16,16,"41,03%"
"net.sourceforge.ganttproject.print.GanttPrintable.GanttPrintable(RenderedImage, double)",0,0,5,5,"13,16%"
"net.sourceforge.ganttproject.print.GanttPrintable.print(Graphics, PageFormat, int)",1,1,27,26,"71,05%"
"net.sourceforge.ganttproject.print.PrintManager.printChart(Chart, GanttExportSettings)",0,0,19,19,"90,48%"
"net.sourceforge.ganttproject.print.PrintPreview.PagePreview.PagePreview(int, PageFormat, Printable, int)",0,0,8,8,"12,12%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.clearCache(),0,0,3,3,"4,55%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.getMaximumSize(),0,0,4,4,"6,06%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.getMinimumSize(),0,0,4,4,"6,06%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.getPreferredSize(),0,0,5,5,"7,58%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.getScaledHeight(),0,0,3,3,"4,55%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.getScaledWidth(),0,0,3,3,"4,55%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.paintComponent(Graphics),0,0,26,26,"39,39%"
net.sourceforge.ganttproject.print.PrintPreview.PagePreview.setScale(int),0,0,3,3,"4,55%"
net.sourceforge.ganttproject.print.PrintPreview.PreviewContainer.doLayout(),0,0,31,31,"48,44%"
net.sourceforge.ganttproject.print.PrintPreview.PreviewContainer.getMaximumSize(),0,0,4,4,"6,25%"
net.sourceforge.ganttproject.print.PrintPreview.PreviewContainer.getMinimumSize(),0,0,4,4,"6,25%"
net.sourceforge.ganttproject.print.PrintPreview.PreviewContainer.getPreferredSize(),0,0,21,21,"32,81%"
"net.sourceforge.ganttproject.print.PrintPreview.PrintPreview(IGanttProject, UIFacade, Chart, Date, Date)",56,0,314,258,"50,00%"
net.sourceforge.ganttproject.print.PrintPreview.StatusBar.StatusBar(),0,0,15,15,"45,45%"
net.sourceforge.ganttproject.print.PrintPreview.StatusBar.setLabel0(String),0,0,3,3,"9,09%"
net.sourceforge.ganttproject.print.PrintPreview.StatusBar.setLabel1(String),0,0,3,3,"9,09%"
net.sourceforge.ganttproject.print.PrintPreview.StatusBar.setText0(String),0,0,3,3,"9,09%"
net.sourceforge.ganttproject.print.PrintPreview.StatusBar.setText1(String),0,0,3,3,"9,09%"
net.sourceforge.ganttproject.print.PrintPreview.changePageOrientation(int),0,0,13,13,"2,07%"
net.sourceforge.ganttproject.print.PrintPreview.changeScale(),0,0,24,24,"3,82%"
net.sourceforge.ganttproject.print.PrintPreview.createPages(),0,0,20,20,"3,18%"
net.sourceforge.ganttproject.print.PrintPreview.onChangingDates(),0,0,5,5,"0,80%"
net.sourceforge.ganttproject.print.PrintPreview.print(),0,0,23,23,"3,66%"
net.sourceforge.ganttproject.print.PrintPreview.run(Runnable),0,0,10,10,"1,59%"
net.sourceforge.ganttproject.print.PrintPreview.updateSourceImage(),0,0,9,9,"1,43%"
net.sourceforge.ganttproject.resource.AssignmentContext.getResourceAssignments(),0,n/a,n/a,1,"33,33%"
net.sourceforge.ganttproject.resource.AssignmentNode.AssignmentNode(ResourceAssignment),0,0,4,4,"8,51%"
net.sourceforge.ganttproject.resource.AssignmentNode.getAssignment(),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.resource.AssignmentNode.getCustomField(CustomPropertyDefinition),0,0,4,4,"8,51%"
net.sourceforge.ganttproject.resource.AssignmentNode.getRoleForAssigment(),0,0,3,3,"6,38%"
net.sourceforge.ganttproject.resource.AssignmentNode.getStandardField(ResourceDefaultColumn),0,0,8,8,"17,02%"
net.sourceforge.ganttproject.resource.AssignmentNode.getTask(),0,0,3,3,"6,38%"
"net.sourceforge.ganttproject.resource.AssignmentNode.setCustomField(CustomPropertyDefinition, Object)",0,0,3,3,"6,38%"
net.sourceforge.ganttproject.resource.AssignmentNode.setRoleForAssigment(Role),0,0,3,3,"6,38%"
"net.sourceforge.ganttproject.resource.AssignmentNode.setStandardField(ResourceDefaultColumn, Object)",0,0,8,8,"17,02%"
net.sourceforge.ganttproject.resource.AssignmentNode.toString(),0,0,4,4,"8,51%"
"net.sourceforge.ganttproject.resource.HumanResource.CustomPropertyImpl.CustomPropertyImpl(CustomPropertyDefinition, Object)",0,0,4,4,"20,00%"
net.sourceforge.ganttproject.resource.HumanResource.CustomPropertyImpl.getDefinition(),0,0,4,4,"20,00%"
net.sourceforge.ganttproject.resource.HumanResource.CustomPropertyImpl.getValue(),0,0,4,4,"20,00%"
net.sourceforge.ganttproject.resource.HumanResource.CustomPropertyImpl.getValueAsString(),0,0,4,4,"20,00%"
net.sourceforge.ganttproject.resource.HumanResource.HumanResource(HumanResource),0,0,19,19,"6,76%"
net.sourceforge.ganttproject.resource.HumanResource.HumanResource(HumanResourceManager),0,0,3,3,"1,07%"
"net.sourceforge.ganttproject.resource.HumanResource.HumanResource(String, int, HumanResourceManager)",1,1,7,6,"2,49%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.ResourceAssignmentImpl(ResourceAssignment),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.delete(),1,1,6,5,"11,54%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.getLoad(),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.getResource(),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.getRoleForAssignment(),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.getTask(),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.isCoordinator(),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.setCoordinator(boolean),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.setLoad(float),0,0,5,5,"9,62%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.setRoleForAssignment(Role),0,0,4,4,"7,69%"
net.sourceforge.ganttproject.resource.HumanResource.ResourceAssignmentImpl.toString(),0,0,4,4,"7,69%"
"net.sourceforge.ganttproject.resource.HumanResource.addCustomProperty(CustomPropertyDefinition, String)",0,0,7,7,"2,49%"
net.sourceforge.ganttproject.resource.HumanResource.addDaysOff(GanttDaysOff),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.createAssignment(ResourceAssignment),0,0,7,7,"2,49%"
net.sourceforge.ganttproject.resource.HumanResource.delete(),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.equals(Object),0,0,9,9,"3,20%"
net.sourceforge.ganttproject.resource.HumanResource.fireAssignmentChanged(),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.fireAssignmentsChanged(),0,0,5,5,"1,78%"
net.sourceforge.ganttproject.resource.HumanResource.fireResourceChanged(),0,0,5,5,"1,78%"
net.sourceforge.ganttproject.resource.HumanResource.getAssignments(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getCustomField(CustomPropertyDefinition),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getCustomProperties(),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.getDaysOff(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getDescription(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getId(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getLoadDistribution(),0,0,6,6,"2,14%"
net.sourceforge.ganttproject.resource.HumanResource.getMail(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getName(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getPhone(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.getRole(),0,0,6,6,"2,14%"
net.sourceforge.ganttproject.resource.HumanResource.getStandardPayRate(),0,0,3,3,"1,07%"
net.sourceforge.ganttproject.resource.HumanResource.removeAllAssignments(),4,4,12,8,"4,27%"
net.sourceforge.ganttproject.resource.HumanResource.resetLoads(),0,0,3,3,"1,07%"
"net.sourceforge.ganttproject.resource.HumanResource.setCustomField(CustomPropertyDefinition, Object)",1,0,9,8,"3,20%"
net.sourceforge.ganttproject.resource.HumanResource.setDescription(String),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.setId(int),1,0,6,5,"2,14%"
net.sourceforge.ganttproject.resource.HumanResource.setMail(String),0,0,7,7,"2,49%"
net.sourceforge.ganttproject.resource.HumanResource.setName(String),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.setPhone(String),0,0,7,7,"2,49%"
net.sourceforge.ganttproject.resource.HumanResource.setRole(Role),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.setStandardPayRate(BigDecimal),0,0,3,3,"1,07%"
"net.sourceforge.ganttproject.resource.HumanResource.swapAssignments(ResourceAssignment, ResourceAssignment)",0,0,5,5,"1,78%"
net.sourceforge.ganttproject.resource.HumanResource.toString(),0,0,4,4,"1,42%"
net.sourceforge.ganttproject.resource.HumanResource.unpluggedClone(),0,0,3,3,"1,07%"
"net.sourceforge.ganttproject.resource.HumanResourceManager.HumanResourceManager(Role, CustomPropertyManager)",0,0,3,3,"1,33%"
"net.sourceforge.ganttproject.resource.HumanResourceManager.HumanResourceManager(Role, CustomPropertyManager, RoleManager)",0,0,5,5,"2,21%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.build(),0,n/a,n/a,1,"2,56%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withEmail(String),0,0,4,4,"10,26%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withID(String),0,0,4,4,"10,26%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withName(String),0,0,4,4,"10,26%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withPhone(String),0,0,4,4,"10,26%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withRole(String),0,0,4,4,"10,26%"
net.sourceforge.ganttproject.resource.HumanResourceManager.ResourceBuilder.withStandardRate(String),0,0,10,10,"25,64%"
net.sourceforge.ganttproject.resource.HumanResourceManager.add(HumanResource),0,0,10,10,"4,42%"
net.sourceforge.ganttproject.resource.HumanResourceManager.addView(ResourceView),0,0,3,3,"1,33%"
net.sourceforge.ganttproject.resource.HumanResourceManager.clear(),0,0,4,4,"1,77%"
"net.sourceforge.ganttproject.resource.HumanResourceManager.create(String, int)",0,0,6,6,"2,65%"
net.sourceforge.ganttproject.resource.HumanResourceManager.down(HumanResource),1,1,8,7,"3,54%"
net.sourceforge.ganttproject.resource.HumanResourceManager.fireAssignmentsChanged(HumanResource),0,0,7,7,"3,10%"
net.sourceforge.ganttproject.resource.HumanResourceManager.fireCleanup(),0,0,3,3,"1,33%"
net.sourceforge.ganttproject.resource.HumanResourceManager.fireResourceAdded(HumanResource),0,0,7,7,"3,10%"
net.sourceforge.ganttproject.resource.HumanResourceManager.fireResourceChanged(HumanResource),0,0,7,7,"3,10%"
net.sourceforge.ganttproject.resource.HumanResourceManager.fireResourcesRemoved(HumanResource[]),0,0,7,7,"3,10%"
net.sourceforge.ganttproject.resource.HumanResourceManager.getById(int),2,0,11,9,"4,87%"
net.sourceforge.ganttproject.resource.HumanResourceManager.getCustomPropertyManager(),0,0,3,3,"1,33%"
net.sourceforge.ganttproject.resource.HumanResourceManager.getResources(),0,0,3,3,"1,33%"
net.sourceforge.ganttproject.resource.HumanResourceManager.getResourcesArray(),0,0,3,3,"1,33%"
net.sourceforge.ganttproject.resource.HumanResourceManager.getValueAsString(Object),0,0,13,13,"5,75%"
"net.sourceforge.ganttproject.resource.HumanResourceManager.importData(HumanResourceManager, HumanResourceMerger)",0,0,20,20,"8,85%"
net.sourceforge.ganttproject.resource.HumanResourceManager.newHumanResource(),0,0,5,5,"2,21%"
net.sourceforge.ganttproject.resource.HumanResourceManager.newResourceBuilder(),0,0,24,24,"10,62%"
net.sourceforge.ganttproject.resource.HumanResourceManager.remove(HumanResource),0,0,4,4,"1,77%"
"net.sourceforge.ganttproject.resource.HumanResourceManager.remove(HumanResource, GPUndoManager)",0,0,10,10,"4,42%"
net.sourceforge.ganttproject.resource.HumanResourceManager.save(OutputStream),0,0,2,2,"0,88%"
net.sourceforge.ganttproject.resource.HumanResourceManager.up(HumanResource),1,1,8,7,"3,54%"
net.sourceforge.ganttproject.resource.HumanResourceMerger.MergeResourcesOption.MergeResourcesOption(),0,0,3,3,"33,33%"
"net.sourceforge.ganttproject.resource.HumanResourceMerger.findNative(HumanResource, HumanResourceManager)",0,n/a,n/a,1,"7,69%"
"net.sourceforge.ganttproject.resource.HumanResourceMerger.merge(Map<HumanResource, HumanResource>)",0,n/a,n/a,1,"7,69%"
"net.sourceforge.ganttproject.resource.LoadDistribution.Load.Load(Date, Date, float, Task)",0,0,6,6,"31,58%"
net.sourceforge.ganttproject.resource.LoadDistribution.Load.isResourceUnavailable(),0,0,3,3,"15,79%"
net.sourceforge.ganttproject.resource.LoadDistribution.Load.toString(),0,0,4,4,"21,05%"
net.sourceforge.ganttproject.resource.LoadDistribution.LoadDistribution(HumanResource),0,0,10,10,"6,99%"
"net.sourceforge.ganttproject.resource.LoadDistribution.addLoad(Date, Date, float, List<Load>, Task)",0,0,50,50,"34,97%"
net.sourceforge.ganttproject.resource.LoadDistribution.getDaysOff(),0,0,3,3,"2,10%"
net.sourceforge.ganttproject.resource.LoadDistribution.getLoads(),0,0,3,3,"2,10%"
net.sourceforge.ganttproject.resource.LoadDistribution.getResource(),0,0,3,3,"2,10%"
net.sourceforge.ganttproject.resource.LoadDistribution.getSeparatedTaskLoads(),0,0,15,15,"10,49%"
net.sourceforge.ganttproject.resource.LoadDistribution.getTasksLoads(),2,4,7,3,"4,90%"
"net.sourceforge.ganttproject.resource.LoadDistribution.processActivity(TaskActivity, float)",0,0,6,6,"4,20%"
net.sourceforge.ganttproject.resource.LoadDistribution.processAssignment(ResourceAssignment),0,0,6,6,"4,20%"
net.sourceforge.ganttproject.resource.LoadDistribution.processDayOff(GanttDaysOff),0,0,4,4,"2,80%"
net.sourceforge.ganttproject.resource.LoadDistribution.processDaysOff(HumanResource),0,0,8,8,"5,59%"
net.sourceforge.ganttproject.resource.LoadDistributionTest.testEmptyLoadDistribution(),0,0,11,11,"24,44%"
net.sourceforge.ganttproject.resource.LoadDistributionTest.testSingleTaskNoWeekendDistribution(),0,0,29,29,"64,44%"
net.sourceforge.ganttproject.resource.OverwritingMerger.OverwritingMerger(EnumerationOption),0,0,3,3,"4,35%"
net.sourceforge.ganttproject.resource.OverwritingMerger.buildEmailCache(HumanResourceManager),0,0,7,7,"10,14%"
net.sourceforge.ganttproject.resource.OverwritingMerger.buildNameCache(HumanResourceManager),0,0,7,7,"10,14%"
"net.sourceforge.ganttproject.resource.OverwritingMerger.findNative(HumanResource, HumanResourceManager)",0,0,23,23,"33,33%"
"net.sourceforge.ganttproject.resource.OverwritingMerger.merge(HumanResource, HumanResource)",0,0,18,18,"26,09%"
"net.sourceforge.ganttproject.resource.OverwritingMerger.merge(Map<HumanResource, HumanResource>)",0,0,7,7,"10,14%"
net.sourceforge.ganttproject.resource.ResourceContext.getResources(),1,n/a,n/a,1,"14,29%"
"net.sourceforge.ganttproject.resource.ResourceEvent.ResourceEvent(HumanResourceManager, HumanResource)",2,3,9,6,"28,12%"
"net.sourceforge.ganttproject.resource.ResourceEvent.ResourceEvent(HumanResourceManager, HumanResource[])",0,0,6,6,"18,75%"
net.sourceforge.ganttproject.resource.ResourceEvent.getManager(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.resource.ResourceEvent.getResource(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.resource.ResourceEvent.getResources(),0,0,3,3,"9,38%"
net.sourceforge.ganttproject.resource.ResourceNode.ResourceNode(HumanResource),0,0,5,5,"4,95%"
net.sourceforge.ganttproject.resource.ResourceNode.equals(Object),0,0,12,12,"11,88%"
net.sourceforge.ganttproject.resource.ResourceNode.getCustomField(CustomPropertyDefinition),1,1,5,4,"4,95%"
net.sourceforge.ganttproject.resource.ResourceNode.getDefaultRole(),0,0,3,3,"2,97%"
net.sourceforge.ganttproject.resource.ResourceNode.getEMail(),0,0,3,3,"2,97%"
net.sourceforge.ganttproject.resource.ResourceNode.getName(),0,0,3,3,"2,97%"
net.sourceforge.ganttproject.resource.ResourceNode.getPhone(),0,0,3,3,"2,97%"
